yr_built,bedrooms,bathrooms,sqft_living,waterfront,view,condition,grade,price
1978,2,1.5,1360,0,0,4,7,150000
1946,2,1.75,870,0,0,4,6,199950
1989,4,4.25,4850,1,4,5,10,3.00E+06
1999,3,2,3110,0,0,3,9,379900
2006,4,2.5,3700,0,0,3,11,950000
1909,6,2.75,3500,0,0,5,8,865000
1961,3,1.75,1670,0,0,5,8,785000
1968,3,2.25,1640,0,0,3,8,245700
1961,3,2.25,3400,0,1,3,9,951000
1951,3,1.75,2060,0,0,5,7,499950
1989,3,1.75,1330,0,0,4,7,257000
1900,3,2,2330,0,0,4,7,549000
1980,3,2.75,3040,0,0,4,10,1.60E+06
1983,5,3.75,3700,0,4,3,9,1.40E+06
1927,3,2,1990,0,2,5,8,619000
1993,5,3,2020,0,0,3,7,311000
1960,5,2.25,2980,0,0,3,9,600000
2008,4,3.5,3990,0,0,3,10,1.08E+06
1949,2,1,790,0,0,3,6,436000
1941,2,1,1060,0,0,3,6,205000
1962,3,2.25,2260,0,0,3,7,514000
2006,2,2.5,1900,0,0,3,8,530000
2006,5,2.5,3361,0,0,3,10,511000
1962,4,1.75,3550,0,0,3,9,2.10E+06
2005,5,2.5,2740,0,0,3,8,370000
1943,4,1.75,2040,0,0,5,7,500000
1998,4,2.5,4070,0,0,3,10,710000
1911,1,1,720,0,0,3,7,270000
1959,3,1.75,2000,0,0,4,8,415000
2003,5,4.5,4400,0,0,3,11,1.80E+06
1967,3,1.75,1300,0,0,3,7,236000
2004,2,2.5,1420,0,0,3,7,278000
1954,3,2.25,1540,0,0,5,7,312000
1954,3,2.25,1540,0,0,5,7,539000
1983,3,3,2360,0,1,3,7,498000
1991,4,3,3720,0,0,3,9,857000
1978,3,1.75,1690,0,0,4,7,780000
1938,3,2,2300,0,0,4,8,650000
1973,4,1.75,1650,0,0,3,8,559500
1948,2,1,990,0,0,3,7,219950
1977,4,2.25,2130,0,0,4,8,671500
1999,4,2.5,3320,0,0,3,10,813000
1965,3,2.25,1960,0,0,3,7,182000
1913,2,1,770,0,0,3,6,203700
1902,4,1.75,2010,0,0,3,7,740000
1942,2,1,800,0,0,4,5,230000
1955,3,1,910,0,0,3,7,128000
1952,3,1,1200,0,0,4,7,345000
2005,4,2.5,3570,0,0,3,7,663000
1983,3,2.5,1820,0,0,3,7,329950
1999,3,2.25,2930,0,2,3,9,1.05E+06
1926,3,1.75,1480,0,0,3,7,402300
1922,4,2.5,3305,0,0,5,7,492000
2006,4,2.5,2230,0,0,3,7,448000
1955,3,1,1560,0,0,3,7,273000
1948,3,1,1030,0,0,3,6,335000
1927,3,3.75,2380,0,0,3,7,695000
1948,3,1,1010,0,0,3,6,279000
1929,2,1.75,2060,0,0,3,7,485000
1966,4,2.5,2370,0,0,3,8,383000
1995,4,2.5,2242,0,0,3,8,490000
1990,2,1.5,1078,0,0,3,7,240000
1943,2,1,890,0,0,3,7,285000
1977,3,1.5,2700,0,0,3,7,524950
1985,4,2.5,2450,0,0,3,8,729000
1960,3,1.75,1420,0,0,4,7,460000
1904,3,1.5,1280,0,0,3,8,687500
1972,5,2.75,2910,0,0,5,9,1.17E+06
1979,4,2.25,2430,0,0,4,8,825000
2003,2,2.5,1860,0,0,3,7,314950
1956,3,2,1800,0,0,3,7,470000
1958,3,1.5,1960,0,0,4,7,500000
1925,3,1.5,1550,0,0,2,6,313000
1926,2,1,840,0,0,4,7,445000
1967,4,1.75,2080,0,0,4,8,300000
1912,4,2.5,2210,0,0,4,8,619500
1983,3,1.5,1210,0,0,4,7,305000
2007,3,2.5,1350,0,0,3,9,874000
1991,3,2,1860,0,0,3,8,477500
1926,3,2,1940,0,3,3,7,700000
2005,4,3.5,3400,0,0,3,9,515000
1991,4,2.5,2240,0,0,3,8,590000
1981,3,1.75,1170,0,0,3,7,205000
1987,3,3.25,3130,0,0,3,8,310000
1987,2,2.25,1510,0,0,3,7,442500
2000,4,3.5,3740,0,2,3,11,1.08E+06
1980,4,2.5,2690,0,0,3,8,530000
1950,4,1.75,1760,0,2,4,7,343500
1911,4,1.75,2180,0,0,3,6,334900
1969,4,1.75,1560,0,0,5,7,544300
2001,3,2.5,1780,0,0,3,7,370000
1994,3,1.75,1260,0,0,3,7,245000
1928,4,1.75,1570,0,0,5,8,535000
1946,2,1,740,0,0,4,5,202000
1938,4,2.25,2020,0,0,3,7,490000
1929,4,1.5,1500,0,0,5,7,651500
1961,4,2.5,1670,0,0,3,7,270000
1999,3,3.5,3620,0,0,3,10,1.16E+06
2007,2,1.5,1010,0,0,3,7,289000
1977,3,1.5,1460,0,0,4,6,240000
1940,3,1.75,1790,0,2,3,8,790000
1995,3,2.25,1760,0,0,3,7,350000
2006,3,3.5,1790,0,0,3,7,246950
1952,3,1,1050,0,0,3,7,400000
2003,4,2.5,2590,0,0,3,8,533000
1962,3,1,1040,0,0,4,7,198400
2007,4,2.5,4060,0,0,3,9,495000
1990,4,2.5,3190,0,0,3,11,862000
1990,4,2.5,3190,0,0,3,11,870000
1966,4,1.75,2180,0,0,4,9,875000
1979,6,3.5,2120,0,0,5,7,317000
1991,4,2.75,2110,0,0,4,8,325000
1907,2,1.5,1210,0,0,5,6,615000
1992,4,2.5,2410,0,0,3,8,334950
1989,3,2.5,1980,0,0,4,9,775000
1967,4,2.5,2370,0,0,4,8,600000
1931,3,1.75,1720,0,0,3,7,565000
1942,2,1,750,0,0,4,6,292500
1968,3,2.25,2510,0,0,3,8,825000
2000,3,2.5,2577,0,0,3,8,495000
1941,3,1.5,1540,0,0,3,8,525000
1910,1,1,720,0,0,3,7,438600
1984,3,2.25,1810,0,0,3,8,507000
1967,3,1.75,1380,0,0,3,7,275900
2000,4,2.5,2570,0,0,3,9,1.17E+06
1957,4,1.75,1690,0,0,3,7,275000
1923,3,0.75,1420,0,0,4,7,355000
1968,4,2,2130,0,0,4,7,233000
1918,3,2.5,3000,0,0,4,7,666000
1979,4,2.5,2150,0,0,4,7,317500
1989,4,2,2280,0,3,4,8,420000
1942,4,2,1560,0,0,5,6,290000
1952,3,2,1880,0,0,5,6,320000
2004,3,2.5,2320,0,0,3,8,650000
1967,3,1.75,1010,0,0,4,7,325000
1917,3,1,1120,0,0,3,6,165000
1961,3,1.75,1560,0,0,3,8,500000
1964,4,1.5,1860,0,0,3,7,443000
1963,3,1.5,1150,0,0,4,7,213400
1964,4,1.75,1920,0,0,3,7,480000
1978,4,2.25,2490,0,0,3,8,275000
2000,3,2.5,1460,0,0,3,7,299880
2014,3,3.5,1820,0,0,3,8,499950
1972,5,3,4290,0,3,3,9,1.71E+06
1960,4,2.75,2230,0,0,5,7,550000
2003,4,2.5,2070,0,0,3,8,300000
1948,3,1.75,2480,0,0,3,8,920000
2001,4,3.25,4110,1,4,3,12,2.30E+06
1928,4,2.75,2290,0,0,5,7,620000
1959,3,1,1220,0,0,5,6,253500
1926,4,2.75,2620,0,2,4,9,978000
1979,4,2.5,3190,0,0,3,8,387500
1948,3,1,850,0,0,3,6,325000
2008,3,2.5,1740,0,0,3,8,568000
1996,4,2.5,2140,0,0,3,8,525000
1996,3,2.5,2070,0,0,3,8,560000
2008,3,2.5,1680,0,0,3,7,394000
1916,2,1,1000,0,2,4,7,484950
1956,3,2.75,3340,0,0,3,10,1.30E+06
1999,3,2.5,1260,0,0,3,8,315000
1993,4,2.25,2430,0,0,3,9,590000
1947,1,1,560,0,0,3,5,106000
1994,3,2.5,3380,0,0,3,10,751000
1908,2,1,1100,0,0,5,7,474000
1927,2,2,1700,0,0,5,5,189000
2002,3,2.5,1600,0,0,3,7,440500
1979,3,2.5,2605,0,2,4,9,1.02E+06
2010,2,2,1850,0,0,3,8,589000
1986,3,2.25,1830,0,0,3,8,273000
1962,3,3.25,3050,1,4,4,8,950000
1967,2,1.5,1240,0,0,3,8,277700
1984,3,2.25,2100,0,0,3,7,299900
1959,3,1,1250,0,0,4,7,235000
1952,2,2,1230,0,0,3,7,464000
1988,3,1.75,1690,0,0,4,7,281000
1951,3,1,1520,0,0,4,7,320000
1997,4,2,1890,0,0,3,7,282000
1972,4,1.75,1990,0,0,4,8,745000
1980,3,1.75,1480,0,0,4,7,245000
1980,3,1.75,1480,0,0,4,7,250000
2005,3,2.5,2120,0,0,3,8,470000
2007,3,3.5,1480,0,0,3,7,216650
1975,3,1,1250,0,0,4,7,440000
1989,4,2.5,2010,0,0,4,8,590000
1975,5,2.5,3150,0,0,3,10,935000
2000,3,3.5,3010,0,0,3,10,848000
2000,5,4.25,3920,0,0,3,9,827500
1919,6,3,2880,0,0,4,8,1.13E+06
2011,2,2.25,2550,0,0,3,10,630000
1962,5,1,1120,0,0,4,7,340000
1968,4,2.75,3140,0,0,3,8,570000
1993,4,4,4130,1,4,4,10,2.75E+06
1976,4,2.5,2990,0,2,4,9,514500
1940,2,1,1120,0,3,3,7,360000
1943,4,1.5,1570,0,0,3,7,228900
2008,3,2.75,2210,0,0,3,8,660000
2000,4,2.5,2390,0,0,3,9,647000
1976,3,1.75,1520,0,0,3,8,366000
1962,5,1.75,1830,0,0,4,7,354000
1937,4,3.5,2640,0,2,3,8,850000
1989,3,2.5,1740,0,0,4,8,496700
1965,3,2,1550,0,0,4,8,300000
1961,3,1,1040,0,0,4,7,390000
1985,3,2.25,1640,0,0,4,8,350000
1985,3,2.25,1640,0,0,4,8,561000
1954,3,1.75,1260,0,0,3,7,475000
2007,3,1.5,1170,0,0,3,7,275000
1980,3,1.75,1590,0,0,4,7,290000
1993,3,2.5,1750,0,0,3,7,199000
2001,4,2.5,1770,0,0,3,7,279900
1940,4,2.25,3530,0,0,3,8,1.66E+06
1978,3,2.5,2160,0,0,3,7,405000
1977,4,2.25,2360,0,0,3,9,615000
1978,3,1.75,1980,0,0,3,8,268000
1955,4,1.5,1620,0,0,3,8,451000
2012,2,2.75,2700,0,0,3,9,850000
1968,5,2.25,3270,0,2,5,9,1.18E+06
1941,2,1,870,0,0,3,6,245000
1912,2,1.75,840,0,0,3,6,450000
2002,3,3.5,1340,0,2,3,8,370350
2004,3,2.5,1540,0,0,3,8,543000
1942,2,2,1650,0,0,5,6,265000
2001,3,2.5,2630,0,0,3,8,497000
1979,4,2.25,1880,0,0,3,7,419000
1989,4,2.5,1980,0,0,3,8,545800
1977,3,1,1500,0,0,3,7,403000
1959,3,2,1230,0,0,3,6,195000
1925,4,2.5,2520,0,0,5,8,1.13E+06
1977,5,1.75,1970,0,0,5,7,255000
1951,2,1.5,1520,0,0,5,7,500000
1960,4,2.75,2600,0,0,4,8,855000
1920,4,2,2290,0,0,3,7,390000
1956,3,2,1979,0,2,4,7,339000
1905,4,3.5,2170,0,0,3,9,1.33E+06
1962,4,1.5,1820,0,0,4,8,429900
1975,3,1.5,1200,0,0,4,7,370900
1952,3,1,1210,0,0,4,7,457500
1999,4,2.5,1970,0,0,3,7,499000
1947,2,1,1040,0,0,5,7,225000
1950,3,1.75,1920,0,0,3,7,615000
2001,2,1.5,1020,0,0,3,7,455000
1940,3,1,1660,0,0,4,7,458000
1974,3,2.25,1670,0,0,4,7,580000
2008,5,4.5,3810,0,0,3,10,966000
1954,4,1.75,2020,0,0,3,7,240000
1949,1,1,420,0,0,4,4,229050
2004,3,2.25,1390,0,0,3,7,328500
1964,3,1.5,2010,0,0,4,7,319000
1945,4,2,1820,0,1,3,7,650000
1996,3,2.5,1630,0,0,3,8,398500
1931,1,1,800,0,0,2,6,250000
1968,3,2,2270,0,0,4,9,815000
1995,3,2.75,2290,0,0,4,9,1.07E+06
1981,3,2.25,2750,0,0,3,7,510000
1947,2,1.75,590,0,0,2,5,156000
1998,4,2.75,2570,0,0,3,8,254500
1960,3,2.5,2050,0,2,3,9,760000
1994,3,2.5,1610,0,0,3,7,210000
1991,3,2.5,2140,0,0,3,7,349950
1942,3,2,1730,0,0,4,7,676000
2006,4,3.5,2440,0,0,3,8,475000
1931,4,2.75,3220,0,0,4,9,880000
1997,4,3.25,4330,0,0,3,11,1.21E+06
1958,3,1.5,1780,0,4,4,7,420000
1951,3,1,1230,0,0,4,7,607000
1981,4,1.75,2160,0,0,3,8,475000
1916,2,1.75,1400,0,0,5,7,395000
1954,4,1.75,1900,0,0,4,7,650000
1966,5,2.75,2910,0,0,4,8,625000
1995,3,3,2960,0,0,3,10,849000
1951,3,1.5,2010,0,0,3,8,429950
2002,3,2.5,3760,0,0,3,9,825000
1916,2,1,1020,0,0,4,7,505000
2008,2,1,1290,0,0,3,7,265000
1954,3,1,890,0,0,4,6,283000
1979,3,2.75,1620,0,0,5,7,560000
1987,4,2.5,3360,0,0,3,10,765000
1975,5,2.75,2930,0,0,4,9,610000
1996,3,2.5,2940,0,0,3,9,589000
1900,3,1,1080,0,0,3,6,192500
1995,3,3.25,4560,0,4,3,11,3.20E+06
1940,3,1,1010,0,0,3,7,550000
1928,2,1.5,1790,0,0,4,8,460000
1962,4,2.25,2060,0,0,4,7,264500
1947,3,1,1150,0,0,3,6,339000
1992,4,3.5,4030,0,0,3,9,950000
1956,3,1.75,2020,0,0,3,8,677500
1999,4,2.5,2740,0,0,3,9,690000
1984,4,2.25,1930,0,0,3,7,312000
1966,5,1.75,2500,0,0,4,9,840000
2004,3,3.5,2080,0,0,3,8,357500
1940,3,1.5,1460,0,2,4,7,675000
1988,3,2.75,3290,0,0,4,10,515000
2014,4,2.5,1540,0,0,3,8,491234
1988,3,2,1310,0,0,3,7,290000
1975,4,2.5,2120,0,0,3,8,490000
1964,4,2,2920,0,0,5,8,810000
1956,3,1.5,1150,0,0,3,7,252000
2001,3,2.5,2380,0,0,3,8,299999
1993,3,2.75,2220,0,0,3,7,400000
1925,5,2,3020,0,0,5,7,530000
1955,3,2,2460,1,4,3,7,357000
1939,3,1.75,1820,0,0,4,7,365000
2005,4,2.5,2620,0,0,3,9,804000
1914,3,2,1750,0,0,3,8,808250
1994,4,2.5,2020,0,0,3,7,360000
1987,3,1.75,1240,0,0,3,6,240000
1988,2,2,1380,0,0,3,7,335000
1953,3,1.75,1920,0,0,3,7,380000
1940,3,1.75,1680,0,0,4,7,350000
1964,3,1,1400,0,0,3,7,194000
1936,3,1,1240,0,0,3,6,310000
1980,3,1.75,1410,0,0,3,7,315000
1985,3,1.75,1440,0,0,3,8,258950
2004,2,2.25,1230,0,0,3,8,479000
1966,5,1.5,1550,0,0,4,7,510000
1967,3,2,1760,0,0,4,8,400000
2004,4,3.5,5000,0,0,3,11,1.45E+06
1913,5,2,2140,0,0,4,7,680000
1906,6,3,3510,0,0,4,10,1.75E+06
1967,3,1.75,2010,0,0,4,8,335000
1978,5,2.5,3390,0,0,5,8,460000
1966,4,2.25,2160,0,0,3,8,440000
2006,2,2,1300,0,0,3,8,412250
1985,3,1.5,1280,0,0,4,6,185000
1975,3,2,1840,0,0,4,7,286500
2002,4,2.5,3200,0,0,3,7,422000
1985,3,2.25,2800,0,0,3,9,408000
1949,2,1,1390,0,2,4,7,306500
2005,4,2.5,2600,0,0,3,8,359900
2002,3,2.5,1960,0,0,3,8,560000
1970,3,1,1250,0,0,3,6,259875
1970,3,1,1250,0,0,3,6,385000
1945,1,1,550,0,0,3,4,188000
1926,4,3.25,2500,0,0,3,8,1.14E+06
1927,3,1,1250,0,0,4,6,255000
1976,4,2.75,3020,0,0,3,9,1.19E+06
1921,4,1.75,1640,0,0,5,7,635200
1956,3,1.75,1870,0,0,3,7,355000
1998,3,2.5,1760,0,0,3,8,544000
1998,3,1.5,1320,0,0,3,7,402000
1910,4,1.5,1430,0,0,3,7,575000
1977,3,1.75,1580,0,0,4,7,216000
2004,4,3.5,4170,0,0,3,11,1.20E+06
1923,4,3.25,3090,0,4,3,9,850000
2004,3,2,1020,0,0,3,7,238000
1912,4,1.75,2180,0,0,3,8,625000
1997,5,3.25,3350,0,0,4,8,1.11E+06
1995,3,2.5,2510,0,2,3,9,820000
1974,3,2.5,1880,0,0,3,8,355000
1960,4,1.5,1810,0,0,3,8,495000
1991,5,2.5,4170,0,0,4,11,1.30E+06
1954,3,2.5,2230,0,0,3,7,398750
2006,4,2.5,3650,0,0,3,9,835000
1967,6,2.75,2830,0,0,4,8,705000
1900,4,1.5,2120,0,0,4,8,625000
1990,4,2.5,2090,0,0,3,8,550000
1940,3,1.5,2600,0,0,4,7,540000
1920,2,1,830,0,0,4,7,519000
1996,4,2.5,1975,0,0,3,7,311000
1968,4,2.5,1900,0,0,2,7,305000
1963,4,2.75,2640,0,0,3,8,395000
1969,4,1.5,1610,0,0,3,6,275000
2003,3,3.25,1770,0,0,3,8,450000
1955,2,1,1070,0,0,3,7,324000
1928,5,3.25,4590,0,2,5,11,2.80E+06
1906,4,1,1540,0,0,4,7,565000
1960,4,1.75,1590,0,0,4,7,373000
1927,2,2,1170,0,1,4,8,613000
1981,4,2.25,2880,0,0,4,8,614000
1964,4,1.75,2510,0,0,4,8,595000
1983,2,1,1280,0,0,3,7,440000
1954,3,1.5,1570,0,3,3,8,425000
1912,2,1,740,0,0,3,6,407000
1955,3,1.5,1740,0,0,4,7,472000
2010,3,2.5,1180,0,0,3,8,472000
1959,5,2.75,2960,0,3,4,9,1.25E+06
1945,3,1.75,1880,0,0,4,7,412000
1959,3,1,1150,0,0,3,8,717000
1959,3,1,1320,0,0,4,7,425000
1944,4,2,1640,0,0,5,6,299999
1992,3,2,1470,0,0,4,7,254000
1961,3,1,900,0,0,4,6,178500
1910,3,1.75,1510,0,0,5,8,800000
1922,3,1,1440,0,0,4,6,420000
1940,2,1,1380,0,0,3,7,319900
1944,2,1.5,1150,0,1,3,7,350000
1959,6,2.75,3610,0,4,5,9,968000
2000,3,2,1250,0,0,3,7,491000
2002,3,2.5,3510,0,0,3,9,948000
1925,3,2.5,2260,0,0,3,8,900000
1977,3,1.75,2840,0,0,4,7,270000
1980,3,1.5,1430,0,0,3,7,198000
1953,2,1,1420,0,0,3,7,250000
2004,4,2.5,2120,0,0,3,8,615000
1988,3,2.5,2080,0,0,3,8,550000
1987,2,2.5,1370,0,0,3,7,190000
1984,4,2.25,1900,0,0,3,8,629000
1955,3,1.75,1660,0,0,5,7,434000
1964,3,1,1310,0,0,4,7,415885
1926,3,2.5,1840,0,0,3,7,550000
1991,1,0.75,1040,0,1,3,7,272000
1988,3,2.5,2610,0,0,3,10,665000
1971,3,2,1990,0,0,5,7,510000
1965,3,2,3080,0,0,4,8,530000
1970,3,1,1200,0,0,3,7,355000
1955,4,1,1250,0,0,3,7,255000
1990,4,2.75,2640,0,0,3,10,790000
1952,5,1.75,1790,0,0,5,8,695000
1954,2,2,1140,0,0,2,7,255000
1985,3,2.25,1790,0,0,3,7,410000
1940,4,2.75,1910,0,0,4,7,650000
1913,4,1.75,1530,0,0,4,7,675000
2007,2,2.5,1050,0,0,3,8,332888
1976,3,1.75,1730,0,0,4,7,300000
1954,4,1.5,1100,0,0,4,7,320000
1963,5,2.25,2100,0,0,4,7,342500
1992,4,2.5,2800,0,0,3,9,752875
2008,5,3.5,5000,0,3,3,10,1.73E+06
1910,1,0.5,880,0,0,3,6,255000
1991,3,2.5,1470,0,0,3,7,244000
2006,5,3.25,3950,0,2,3,10,1.42E+06
1956,3,1,980,0,0,3,7,218000
1950,4,1,2180,0,0,3,7,359000
2003,4,2.75,3040,0,0,3,11,840000
1985,5,3.75,4130,0,0,3,9,900000
1972,4,1.75,1850,0,0,4,7,205000
1993,3,2.5,1600,0,0,2,7,205000
1951,2,1.5,2070,0,0,3,7,500000
2001,4,2.5,3180,0,0,3,7,510000
2002,6,4.25,6900,0,0,4,9,1.14E+06
1908,4,2.25,2640,0,0,3,7,1.55E+06
1953,3,1.5,1920,0,0,3,6,210000
1981,3,1.75,2030,0,0,3,8,597500
1932,2,1,1140,0,0,3,6,400000
1952,3,1,1660,0,0,5,7,412000
2005,2,1.5,1390,0,0,3,7,299950
1922,4,3,2490,0,0,3,8,1.08E+06
1990,4,2.5,2550,0,0,3,9,422500
1968,3,2,1270,0,0,4,6,410000
1900,4,3.25,2980,0,3,3,10,1.40E+06
1974,3,2,1470,0,0,4,8,245000
1990,4,3,3550,0,0,4,10,720000
1935,2,1,780,0,0,2,6,315000
1987,2,2.5,1390,0,0,3,7,191950
2005,4,2.5,2440,0,0,3,8,455000
1931,3,1.5,1260,0,0,3,8,523000
1918,3,2.25,1640,0,0,4,7,250000
1929,3,3,1670,0,0,3,7,294000
1961,3,2.25,2380,0,0,3,8,490000
1971,4,1,1030,0,0,3,7,310000
1961,3,1.5,1560,0,0,5,7,265000
1968,4,1.75,1640,0,0,4,7,402000
2007,2,2.5,2200,0,3,3,8,705000
2005,4,2.5,3190,0,0,3,10,589450
1964,3,1.5,1200,0,0,3,7,219950
1975,3,2.25,2250,0,0,4,8,750000
1904,2,1.75,1960,0,0,4,7,478000
1958,3,1,1250,0,0,3,7,170000
1986,4,2.25,2640,0,0,4,9,489950
1936,2,2.25,2460,0,4,4,9,1.37E+06
1996,3,2.5,1700,0,0,3,7,319950
1938,2,1,840,0,0,3,5,208417
1914,4,2,1900,0,0,3,6,410000
1969,4,2.75,2160,0,3,3,7,590000
1961,3,1.75,1610,0,0,5,8,648000
1998,3,2.5,1720,0,0,3,8,255000
2004,4,2.75,2190,0,0,3,8,465000
1958,4,1.75,3020,0,0,5,8,622000
1991,3,1.75,1980,0,0,3,7,306000
1947,3,2.5,1880,0,0,4,7,617000
1947,3,1.75,1610,0,0,4,7,438750
1930,4,3,3260,0,0,3,9,1.28E+06
1979,5,3.25,3970,0,2,3,9,995000
1948,4,2.5,4570,0,4,5,12,1.58E+06
1911,5,2.75,2620,0,0,3,7,635000
1970,3,1,1180,0,0,4,7,215000
2003,3,2.5,1365,0,0,3,7,530000
1943,2,1,720,0,0,4,6,295000
1981,3,2.25,1350,0,0,3,7,245000
1967,6,2.5,3060,0,0,4,8,400000
1993,3,2.75,1850,0,0,4,8,303000
1970,3,1.75,1320,0,0,4,7,330000
1980,3,1.75,1990,0,3,3,9,700000
1922,1,1,610,0,0,3,5,126000
1955,4,1,2500,0,0,3,7,850000
1965,3,2,1440,0,0,4,7,405000
1987,6,4.5,2750,0,0,3,8,869900
1951,3,1.75,1790,0,2,3,8,485000
2004,2,2,1050,0,0,3,8,400000
2011,3,2.5,1780,0,0,3,7,299950
1994,4,2.5,2200,0,0,3,8,585000
1938,4,2,1720,0,0,3,7,495000
2006,5,4.5,5840,0,0,3,12,2.20E+06
1984,3,2.25,1520,0,0,3,7,447000
1968,3,1,1320,0,0,4,7,206000
1930,3,1,1070,0,0,3,7,500000
1994,4,2.5,1990,0,0,3,8,302500
1982,4,4.25,4980,0,3,3,9,1.25E+06
1946,2,1,890,0,0,3,6,391000
1986,3,2,1440,0,0,3,7,250000
2003,4,2.5,2440,0,0,3,7,435000
1962,4,2.25,1800,0,0,3,7,160000
2003,5,3,2260,0,0,3,7,451000
1944,2,1,810,0,0,5,6,206000
1940,4,2.75,2240,0,0,4,7,590000
1986,3,2.5,4560,0,0,4,9,695000
1954,3,1.5,1550,0,0,5,7,350000
2001,5,3.5,3180,0,0,3,10,1.24E+06
1970,6,2.25,2950,0,0,4,7,395000
1999,5,3,2190,0,0,3,7,419000
2006,2,2,1570,0,0,3,8,592350
2003,5,3.25,3420,0,0,3,9,855000
1991,4,2.5,2420,0,0,3,9,771000
1967,3,2.25,1570,0,3,4,7,325000
1925,5,3.25,3680,0,0,5,9,1.85E+06
1953,4,1.75,1910,0,0,4,7,545000
1927,3,1.75,1780,0,0,4,7,615000
1953,2,1,2160,0,0,4,6,625500
1966,3,1.5,1460,0,0,3,7,232000
1963,3,1.5,1370,0,0,4,6,168000
1963,3,1.5,1370,0,0,4,6,238000
1998,3,2.5,1500,0,0,3,8,260000
1951,3,1.75,1210,0,0,3,7,460000
1952,3,2.5,2850,0,1,3,8,900000
1947,3,1,1090,0,0,3,6,289950
1991,3,1.75,1450,0,0,4,7,265000
1977,4,2.25,1820,0,0,5,8,465000
1971,3,1.5,1320,0,0,3,7,370000
1941,2,1.5,1670,0,0,4,7,240000
1943,4,2,1440,0,0,5,5,232000
1951,3,1,980,0,0,3,7,237502
2008,4,3.5,4340,0,0,3,10,1.28E+06
1966,4,2.25,2860,0,0,4,8,957000
1970,3,1.5,1140,0,0,5,6,218000
1968,3,1.5,1120,0,0,3,7,205000
2006,3,3.25,1460,0,0,3,8,350000
2002,4,2.5,2050,0,0,3,7,256000
1952,3,1,1250,0,0,3,7,275000
1990,4,2.5,2520,0,0,3,9,372000
1978,3,3.25,2580,0,1,4,9,688888
1976,2,1,1200,0,0,2,7,170000
1962,5,2.25,2140,0,0,3,7,530000
2006,4,3.25,3440,0,0,3,11,905000
1979,4,2.5,1800,0,0,5,7,365000
1981,4,2.5,1790,0,0,4,7,312000
1922,2,1.75,1250,0,0,3,7,400000
1936,2,2,800,0,0,4,6,278750
1965,3,2,1410,0,0,4,8,510000
2009,2,2.25,1330,0,0,3,8,527700
1931,4,2.75,2890,0,0,4,9,740000
1996,4,2.5,2550,0,0,3,9,512000
2001,5,2.5,2880,0,0,3,8,362000
1940,3,1,660,0,0,4,5,225000
1985,3,2.25,1470,0,0,3,7,491500
1959,4,1.75,1700,0,0,3,8,429950
1955,3,1,1040,0,0,4,7,375000
1916,2,1,880,0,0,4,6,199400
1996,4,2.5,2490,0,2,3,9,364900
1941,3,1.5,1210,0,0,3,7,324950
1909,5,2,2080,0,0,4,6,467000
1954,3,1,1380,0,0,4,7,380000
1966,3,2.25,1620,0,0,3,7,250000
1921,4,1,1680,0,0,3,7,700000
1976,3,1,1330,0,0,5,6,206990
1928,3,1.75,1730,0,0,5,7,670000
1955,2,1,790,0,0,3,6,315000
1985,3,2.5,2240,0,0,3,8,319950
1958,3,1.5,1500,0,0,4,7,419000
1989,3,2,1800,0,0,3,8,205000
2004,4,2.5,1980,0,0,3,7,335000
1953,3,1.75,1340,0,0,3,7,397000
1908,2,1,750,0,0,3,7,370000
1969,4,2.25,1790,0,0,4,7,330000
1996,4,3.5,5490,0,4,3,12,1.79E+06
1978,3,2,1940,0,0,3,7,399000
1972,4,1.75,2670,0,4,3,8,400000
1994,3,2,1220,0,0,3,7,249900
1956,3,1.5,1310,0,0,3,7,717000
1995,4,2.5,1930,0,0,3,8,319000
1972,4,3,2100,0,0,3,8,635000
1977,3,1,1180,0,0,4,7,355000
1990,5,3.25,4320,0,0,3,12,1.60E+06
1951,4,1.75,3140,0,0,3,7,585000
1960,3,2,2320,0,0,4,7,320000
1966,3,1.75,2110,0,0,4,7,305495
1960,4,2,1790,0,1,4,7,240000
1959,5,2.5,1740,0,0,4,7,199950
2005,4,3.25,3820,0,0,3,10,1.62E+06
1930,3,3.5,2050,1,4,4,9,770000
2002,4,2.25,1680,0,0,3,8,255000
1974,4,2.25,1930,0,0,4,8,289000
2002,4,3,3760,0,0,3,8,494500
1973,3,2.25,2370,0,0,4,8,746000
1978,4,3,2120,0,0,4,8,385000
1987,4,2.5,2370,0,0,4,8,688100
1910,4,2.5,2350,0,0,4,8,870300
1956,3,1,1180,0,0,3,7,310000
1999,3,2.5,2270,0,0,3,8,500000
1977,3,2.25,1830,0,0,4,7,255000
1949,3,2.75,3910,0,0,5,9,1.48E+06
1957,3,1,890,0,0,3,6,154500
1974,3,2.25,1820,0,0,3,7,425000
1988,4,2.5,2440,0,0,4,10,700000
1916,2,1,1110,0,0,5,6,410500
1969,3,2,1870,0,0,4,7,432000
1914,3,1.5,1240,0,0,3,8,530000
1967,3,2,1560,0,0,5,7,465000
1989,3,2.5,1910,0,0,3,8,498688
1952,3,1,2200,0,0,4,9,573500
1994,4,2.75,2530,0,0,4,8,349900
1958,3,1,1130,0,0,3,7,220000
1918,2,1,820,0,0,4,6,260000
1918,2,1,960,0,0,3,6,290000
1930,4,1.5,1980,0,0,4,8,615000
